,text,sarcasm
1892,"I know, but is so hard, I hope she come to colombia some day. (My English is bad) ahah do you speak Spanish?",0
1893,"First C2 of the year tonight! 6:30-830 PM Tonight is Fellowship and Inspire, so come to hear Coach Jones speak!",0
1894,"And I've got no plans for the weekend So shall we speak then? Keep it between friends? Though I know you'll never love me, like you used to",1
1895,If I'm with the home girl and we around a nigga she fw I don't speak unless spoken to.. so don't get mad at me for speaking on what she say!,0
1896,I literally just ate 1/4 of a pan of brownies........ #damnit #notagain,1
1897,This paramedic that comes in is so sexual that I can't even think to speak when he tries to talk to me😑,0
1898,I'm gonna start giving everyone on tweeter advice so go ahead speak your problem tag me and I'll help you with what to do lol,0
1899,I love Summit runs? #not,1
1900,"i hate when people tell me i talk white. look bitch, english was not even my first language so i learned to speak it PROPERLY in school foh.",0
1901,Everyone is so social at uw fox 😂😂😂 #not,1
1902,because surprise quizzes are the best quizzes #not #hateblackboard,1
1903,"I could speak 👄 on so many things, I choose not to 😏",1
1904,I'll be so upset if I don't go see my grandma today I'm not gonna want to speak it nobody,1
1905,idk excatly but in tourism so i need to speak several languages therefore i might start italian next year,0
1906,I love teaching myself physics. 😤😁 #canyoutell,1
1907,Going to be a fun final week,0
1908,Please keep telling me how i have huge lips for you know what. It's a real compliment. #not,1
1909,absolutely NOT sastified with the so called manager who rang . Need to speak to a UK based STAFF #fedup,0
1910,Sometimes in able to get respect you gotta demand it because if you don't you will keep getting disrespected so speak up ;),0
1911,I love how my phone facetimes random ppl whenever it wants... #not,1
1912,just to remember i speak portuguese too so i understand everyone who's in my timeline,0
1913,"God can speak to you all day long, but until Your response is ""because you say so, I will"" NOTHING changes for the positive.",0
1914,"I lost AJ Green and Jamaal Charles from the same #FantasyFootball team on Sunday, Maybe my tight end puts up 40 points #yeahright",1
1915,You unfollowed me so what I say you can't even see which is almost the same when I speak to you you don't even listen.,0
1916,I'm feelin super special right about now #not,1
1917,I love Mondays because then I get to go to class #not,1
1918,Aaaand now I'm not gunna be able to fall asleep... This is perfect 👌,1
1919,i like that first site lets you know when they're gonna come show your apartment........#not,1
1920,Good to know I have my little bro's support #not,1
1921,Holy crap I look great ....#not #ihatemondays,1
1922,I love 8 a.m.'s #not,1
1923,GOD DIDNT SPEAK SPANISH SO I DONT HAVE TO SPEAK SPANISH THANK U,0
1924,I'm glad Banterra answers their 800 number. #not,1
1925,"I'm alright, I'm alright, i'm alright, i'm alright, i'm alright, I don't mind if you don't mind.",1
1926,I love having a brother who never texts me back about niece or how he is doing! #LoveIT #Not,1
1927,"Haha Victoria always on her A game. Telling Derrick ""there's no question-I'll be beating you guys in the first comp!"" tweet",1
1928,how hard is or to get to speak to someone on hold 3rd time today so far 16mins,0
1929,I am so bored of independent vote in Scotland. 1 All of the crap that people speak. 2 We are not able to vote in a constitutional matter.,1
1930,Ijs doe that's mah lil homegirl . She ain't got no twitter to see this so don't speak up on her,0
1931,Thanks to for inviting me to speak to the new class last week. Very encouraging to see so many new faces.,0
1932,If I knew how to speak French then maybe I could do the homework for it buutt i dont so i cant do the home work. 😂😂😂😂,0
1933,Nothing beats the feeling of walking in damp boxers all day at school #not #finallydry,1
1934,Great way to find something out through Facebook...#perfect #not,1
1935,i hate friends. they get so offended when you don't speak to them for 6 months,0
1936,He says he is so grateful that he can speak so openly to someone about it. He is scared but apparently less so now because of our chats.,0
1937,"I don't know why it's so hard to speak to you now, I hate it.",0
1938,Falling out of a turn is so.... Graceful... #not,1
1939,5 min before you leave for a meeting. And you grab the hairspray bottle instead of dry shampoo. #fail #greasy #goodfirstimpression #not,1
1940,I look forward to driving in this fog... For an hour. #not,1
1941,If I deleted your number is cus I honestly don't wanna speak to you no more so you hold no relevance in my life thank you 😊,0
1942,Oh how i love the sound of screaming babies in the morning..... Afternoon and evening,1
1943,"if the other girls in my grade try to talk to him, ill cut off their tongues so they lose the ability to speak",0
1944,Gotta stay up and watch the game tonight to make sure Ahmad Bradshaw doesnt score 70 pts #beatdown #bitch,1
1945,I don't understand how people can speak/type in English so well. Like I can barely remember how to spell hola,0
1946,"All I can say in french is Hi, bye, see you later, and chocolate. That'll get me far in France. #not",1
1947,I can't wait to leave this house so I don't have to speak to this woman again,0
1948,I literally cannot remember a time I've had a more tedious hw #mydogatemyhw #notokay,1
1949,I don't know how I feel about this,0
1950,So DA members stand up to protect each other's motions. People can't speak for themselves...,0
1951,The true fans would like to speak to him due to the current problems but would do so in a civil and respectful manner,0
1952,Being a #celebrity &amp; a #republican does #NOT make one a #conservative. #No one who has been married &amp; divorced 4011 times is #conservative.,1
1953,"this one was him finding, or rather, owning up his wishes and drive so THAT he can be able to finally speak w/ his heart",0
1954,"I literally think I wrote 200 full, top to bottom, notecards in less than 2 hours last night. #nerdyasfuck #notecardsarelife ✏️📥📤",1
1955,My Eagles are so damn icy dog like don't even speak to me,0
1956,I love when they play rap music so loud outside the Union that it is impossible to concentrate on my work. #thisisanoffice #stop,1
1957,I just love people who see an endless amount of empty tables but decide to sit with me instead.,1
1958,I love nights like this..,1
1959,I feel like I always have to speak louder on the 15th and 16th of the month at work because so many old people,0
1960,I like you so much but WHY don't you speak more like honestly I'm not going to bite you.,0
1961,I did more media than u could image u didn't even know who I was until I got to New York so don't speak about what u dont know,0
1962,When I speak English to my parents I sometimes find myself using an Asian accent so they understand #Fob,0
1963,"I literally just want to throw up at couples tweets. Like we get it, you're in a relationship. #NotJealous #JustAnnoyed",1
1964,i dont have the right to speak. so i guess i better shut myself up.,0
1965,Another restless night #justwhatineeded #not,1
1966,Thank you so much! I just had a missed call which I fear was them - I was in a meeting - fingers x'd we get to speak later x,0
1967,i love getting ignored #not,1
1968,I just think it's great when a player does a dance on the second play of the game after making a tackle,1
1969,"But when bitches ""speak up"" you get offended so of course we say ""If only she knew"" b/c bitch you don't want to really know ! Now shut up😒✋",0
1970,I hate hose moods where you just don't even have the energy to speak like I feel so rude but I just don't care today...😔😥,0
1971,"I can't speak for everyone but to me those things are true. I love you, I care, you mean so much to me, and life",0
1972,Everything is literally pissing me off right now😒 #notmyday,1
1973,i dont think the library is somewhere to speak loud and talk about how drunk you were. so STFU,0
1974,ahaha it's so cute and funny when my mom tries to talk to someone that obviously doesn't speak Spanish,0
1975,"The first Fwd i've ever received and i cant even forward it, oh no",1
1976,Nothing like a good English class first thing in the morning...tweet,1
1977,I love how Mr. Hahn is fluent in sarcasm. #collegeprofessor #songwritingprofessor #professorquirks #fluent,1
1978,Any GOOD doctors that actually care about there patent out there? If so I need to speak to one please. God bless u.,0
1979,Yo so Dennis Rodman is going to Iraq and Syria to speak with leaders of ISIS ... Yo this mother fucker is stupid crazy,0
1980,I liked a video from ONE-TIME WEBINAR: How to Monetize Meetup So You Can Speak More and,0
1981,Being ignored is always fun..,1
1982,Going to work super hung over twice in 1 week ✌️ #gome #not #fml,1
1983,I probably won't win this but it would be so amazing to speak with them #Bumps5SOSFanCalls,0
1984,Every Woman Republican Senator voted against the Equal Pay/Fairness Pay act (4 in total). Well done GOP. Well done. #NOT,1
1985,Nothing like the excitement of going to an interview... for a second job...right after a long day at work.,1
1986,Feel so lost when I don't speak to Yas for more than a couple hours 👭,0
1987,I just so love getting called into work early #not 😭,1
1988,So close to the front to see speak tonight at OSU! She is so loved and admired!!,0
1989,and now I have strep. this week is awesome. #fml #iwannagobacktobednow,1
1990,"his phone keeps going off, more like his wife keeps walking in when he texts me #yeahright",1
